name,padrillo,M,Dam_Mean_T3_BSN,Best_Foal_Bsn,mother,Momsiblings,uncles,M_age_at_birth,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,birth_eday,MomSib_wnrs3yo_at2y,sex,FathSibSTKWnrsPerOffs,FathSibSTKWnrShL4Gens,PS,PR,PRS,date,title,source,eday,auctionYear,auctionOrder,haras1,ageAtAuction,valueUSDB,pricePerBp,Sire_PS,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
PERSONAL SOUND,LONG ISLAND SOUND (USA),PERSONAL FEST,85.390457,88.301659,.08099401,-.076360621,.040069222,6.0904112,0,0,17sep2019,0,2,0,0,.048592083,.74210095,.036060233,"29 mar, 2021",Resumen Gran Venta Selecta Haras Abolengo Y Haras Vacacion,https://www.turfdiario.com/resumen-gran-venta-selecta-haras-abolengo-y-haras-vacacion/,29mar2021,2021,67,Abolengo,1.5315069,9787.2891,4163.627,.12047212,,n-n-n,
OSADA SOY,JOHN F KENNEDY (IRE),ORIENTAL BAY,92.184784,34.46384,.12527889,-.076360621,.040069222,5.9369864,0,0,17sep2019,0,1,.010362694,.012987013,.019712344,.53532374,.010552485,"27 jun, 2021",Gran Venta Estrellas Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-estrellas-haras-abolengo-resumen/,27jun2021,2021,28,Abolengo,1.7780821,5539.1338,6611.6934,.11980553,.047430828,n-n-n,
SECRET RUNNER,STAR RUNNER,SECRETISIMA MANI,61.707523,,.089345843,-.076360621,.013515845,7.0547943,0,0,14sep2019,0,1,0,0,.0027900813,.39735579,.001108655,"6 aug, 2021",Light Ray Fue Precio Maximo En La Venta De Racehorse / Resumen,https://www.turfdiario.com/light-ray-fue-precio-maximo-en-la-venta-de-racehorse-resumen/,06aug2021,2021,7,El Tala,1.8958904,2077.9434,7688.4951,-.024983212,.019120459,n-n-n,
BANSKY,COSMIC TRIGGER,BESHA,84.159439,99.047623,.16793817,.010759354,-.0013520792,7.9835615,1,0,12sep2019,0,2,.0057803467,.0073529412,.022110863,.53830427,.011902371,"22 oct, 2021",La Hermana De Top One Scape Y Top One City Al Tope En La Venta De La Catedral,https://www.turfdiario.com/la-hermana-de-top-one-scape-y-top-one-city-al-tope-en-la-venta-de-la-catedral/,22oct2021,2021,13,Estirpe De Criadores,2.1123288,4106.7949,5329.1133,-.0029771179,.10328639,n-n-n,2.0294719
RE PENKY,REMOTE (GB),PENKY NISTEL,88.551765,88.643272,.11933059,-.076360621,.035244629,8.8356161,0,0,01sep2019,0,2,.034351144,.0373444,.072385468,.74897444,.054214865,"13 oct, 2021",Gran Venta Primavera Haras Firmamento  Resumen,https://www.turfdiario.com/gran-venta-primavera-haras-firmamento-resumen/,13oct2021,2021,9,Firmamento,2.1178081,8363.9297,1677.0067,.28672785,.10661764,n-n-n,
CURIOSITY HIT,HIT IT A BOMB (USA),CURIOUS DAY,82.842232,108.60654,.082952857,.12965643,.052706912,5.1589041,1,0,29sep2019,0,1,.033898305,.051948052,.055387776,.8234672,.045610018,"20 may, 2021",Venta Copa Bullrich Mayo  Dia 2  Resumen,https://www.turfdiario.com/venta-copa-bullrich-mayo-dia-2-resumen/,20may2021,2021,57,Firmamento,1.6410959,11047.356,1312.2761,.73442805,.24691358,n-n-n,
LA BUTA TEX,NASHVILLE TEXAN,LA BUTAQUERA,,96.145248,.082949996,-.076360621,-.0011000112,8.1561642,2,0,10oct2019,0,1,0,0,.016481519,.58033037,.0095647257,"30 jun, 2020",Gran Venta Anual 2020 Haras Masama,https://www.turfdiario.com/gran-venta-anual-2020-haras-masama/,30jun2020,2020,38,Masama,.72328764,2338.7097,2664.1133,.10671459,,n-n-n,1.5611825
PEAKY,VAGABUNDO INC,PERFECT SUNRISE,74.868637,116.46429,.075039566,.19499642,-.0088780522,9.0821915,1,0,06oct2019,1,1,0,0,.027355734,.74969792,.020508537,"19 sep, 2021",Venta De Productos Haras Carampangue  Resumen,https://www.turfdiario.com/venta-de-productos-haras-carampange-resumen/,19sep2021,2021,19,Carampangue,1.9561644,2142.4688,2129.6182,-.072419956,,n-n-n,2.905102
LIFE BY LIFE,HOLY BOSS (USA),SMART BUNNY (USA),,111.24433,-.0030065179,.28996286,-.032643594,15.520548,4,0,02sep2019,1,2,0,0,.051894478,.7064752,.036662161,"19 oct, 2021",Gran Venta Fallow Jockey  Resumen,https://www.turfdiario.com/gran-venta-fallow-jockey-resumen/,19oct2021,2021,16,El Wing,2.1315069,2621.5186,509.17166,.24183048,.034482758,n-n-n,3.4129574
GUERRIKO,BODEMEISTER (USA),GALLILEO FIGARO (USA),,110.14647,-.23526406,.27785423,-.095547467,16.641096,3,1,26sep2019,1,2,0,0,.070984356,.76593411,.054369338,"28 apr, 2021",Resumen  Venta Seleccion Productos 2019 Haras La Pasion,https://www.turfdiario.com/resumen-venta-seleccion-productos-2019-haras-la-pasion/,28apr2021,2021,30,La Pasion,1.5890411,14000.185,6635.2134,.11234249,,n-n-n,7.7296295
SAHARAN QUEEN,SEEK AGAIN (USA),SAHARAN LADY,80.693466,70.401001,.095597446,-.076360621,.004701674,8.0273972,0,0,19sep2019,0,1,.012048192,.015748031,.017908273,.6441983,.011536479,"1 jul, 2021",Gran Venta Fallow Estrellas  Resumen,https://www.turfdiario.com/gran-venta-fallow-estrellas-resumen-2/,01jul2021,2021,26,La Esperanza,1.7835616,1714.1803,1987.583,.095929578,.052884616,n-n-n,
ELEGANT GIRL,SEEK AGAIN (USA),ECLISA,105.06221,106.08158,.027980685,.35531113,.0066853985,17.936987,5,1,30sep2019,3,1,.011764706,.015748031,.056148771,.70597136,.039639425,"20 may, 2021",Venta Copa Bullrich Mayo  Dia 2  Resumen,https://www.turfdiario.com/venta-copa-bullrich-mayo-dia-2-resumen/,20may2021,2021,58,La Esperanza,1.6383562,10433.614,4707.7329,.095425978,.055045873,y-y-n,3.9068947
ELBRUS,IL CAMPIONE (CHI),EXPRESS PLUS,102.11524,112.88757,-.059497297,.11997838,-.017300643,19.147945,8,1,09sep2019,4,2,.013793103,.024390243,.056000426,.88464957,.049540754,"26 sep, 2021",Resumen Venta Primavera Online Haras El Paraiso,https://www.turfdiario.com/resumen-venta-primavera-online-haras-el-paraiso/,26sep2021,2021,5,El Paraiso,2.049315,10147.808,2338.2844,.38932216,.22950819,y-n-n,2.1486816
GENERALIDAD,GALAN DE CINE,SCRIPT,95.819473,95.016975,-.040056109,-.043690633,.023212701,11.128767,3,0,10sep2019,1,1,0,0,.014394987,.70140892,.010096773,"11 mar, 2020",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso-2/,11mar2020,2020,79,El Paraiso,.50136983,1886.7925,3444.2249,-.3112995,0,n-n-n,.70208281
ESTACION LA LUISA,IL CAMPIONE (CHI),BIEN BAHIARA,,106.24574,-.051731706,.19115332,-.019465961,10.882192,5,0,11sep2019,2,1,.013513514,.024390243,.053482033,.89999998,.048133828,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,31,El Paraiso,1.6191781,37258.797,6615.0332,.38913339,.22950819,n-n-n,3.3716214
ANGIOLO BRAVO,ANGIOLO,BARAJADORA,,95.242317,-.22494191,.078667812,-.019465961,16.008219,6,0,12sep2019,2,2,.038724374,.0433526,.03844903,.89002091,.034220442,"26 sep, 2021",Resumen Venta Primavera Online Haras El Paraiso,https://www.turfdiario.com/resumen-venta-primavera-online-haras-el-paraiso/,26sep2021,2021,8,El Paraiso,2.041096,9079.6172,3153.5322,.20751454,.083711341,n-n-n,.62325931
GALANA POP,GALAN DE CINE,INTER POP,82.909447,91.988884,.1259132,-.076360621,.024263993,9.1315069,0,0,12sep2019,0,1,0,0,.026419505,.73921758,.019529764,"11 mar, 2020",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso-2/,11mar2020,2020,80,El Paraiso,.49589041,1132.0754,1170.6897,-.31143719,0,n-n-n,0
EL LEJANO,IL CAMPIONE (CHI),SAIARDHANA,118.22559,99.986397,.1859023,.13596737,.022337556,12.054794,4,0,13sep2019,2,2,.013422819,.024390243,.080844603,.89999998,.072760142,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,9,El Paraiso,1.6136986,27323.117,5212.7695,.37731874,.21538462,y-y-n,1.6532965
CON TODO RESPETO,MANIPULATOR (USA),CANYOUSEEME,103.32876,109.84523,.15382951,-.076360621,.025470793,9.0410957,1,0,14sep2019,0,2,.028999999,.030985916,.058071911,.84873426,.049287621,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,76,El Paraiso,1.6109589,12730.089,4200.3765,.058187678,.046701912,n-n-n,
JARDIN DE BOBOLI,ANGIOLO,ACTUADA,90.403496,102.84856,-.17766887,.10413542,.024855345,13.991781,3,0,16sep2019,1,2,.03846154,.0433526,.065353088,.89999998,.058817778,"16 may, 2021","Gran Venta Productos 2019 Haras Orilla Del Monte, Chenaut Y Tres Jotas  Resumen",https://www.turfdiario.com/gran-venta-productos-2019-haras-orilla-del-monte-chenaut-y-tres-jotas-resumen/,16may2021,2021,11,Tres Jotas,1.6657535,9486.041,2624.9089,.2072394,.083401807,n-n-n,1.3567135
GESTICULOSA,GALAN DE CINE,DENNIZIA,,,.088663459,-.076360621,-.014119163,5.0246577,0,0,16sep2019,0,1,0,0,.013252971,.71975935,.0095389495,"11 mar, 2020",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso-2/,11mar2020,2020,81,El Paraiso,.4849315,1446.5409,2852.7947,-.31171244,0,n-n-n,
EL SANTO REMEDIO,IL CAMPIONE (CHI),INTERFOLIA,96.842781,113.40177,-.17069644,.15102056,.0058719814,14.175343,7,0,16sep2019,3,2,.013071896,.024390243,.055380449,.89999998,.049842402,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,48,El Paraiso,1.6054795,10556.659,1586.8346,.37703604,.21538462,n-n-n,2.843468
EL MEJOR RECUERDO,IL CAMPIONE (CHI),SABIAMENTE,,121.32908,.079416692,-.02408864,.023163483,8.936986,3,0,16sep2019,0,2,.013071896,.024390243,.059537824,.89999998,.053584039,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,43,El Paraiso,1.6054795,13599.461,1971.6279,.37703604,.21538462,n-n-n,.20667687
AL ALTISIMO,ANGIOLO,SO MUCH FUN,79.856316,103.21684,.057320267,-.076360621,.023212701,6.0712328,0,0,16sep2019,0,2,.03846154,.0433526,.066827193,.89999998,.060144473,"22 mar, 2021",Gran Venta Anual Haras El Paraiso  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-el-paraiso-resumen/,22mar2021,2021,3,El Paraiso,1.5150685,4805.6538,1253.4296,.2072394,.083401807,n-n-n,
EXITOS,IL CAMPIONE (CHI),SHOPTILYOUDROP,110.61009,91.443878,.080002636,.44635919,.023212701,9.9424658,1,0,16sep2019,0,2,.013071896,.024390243,.09356913,.89999998,.084212214,"26 sep, 2021",Resumen Venta Primavera Online Haras El Paraiso,https://www.turfdiario.com/resumen-venta-primavera-online-haras-el-paraiso/,26sep2021,2021,13,El Paraiso,2.0301371,9880.7598,968.08856,.37703604,.21538462,n-n-n,.63186812
EL SINSACATE,IL CAMPIONE (CHI),SINALINA,117.12241,113.70225,.27633178,.05431933,.022289544,10.879452,3,0,19sep2019,1,2,.012658228,.024390243,.080520779,.89999998,.072468698,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,13,El Paraiso,1.5972602,37258.797,5700.9199,.37675369,.23880596,y-y-n,2.0587714
ARECO MIO,ANGIOLO,SPORE,82.530609,101.75514,.019824892,-.076360621,.023212701,10.016438,2,0,10sep2019,0,2,.038901601,.0433526,.065758489,.89999998,.05918264,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,74,El Paraiso,1.6219178,4967.8394,1314.3682,.20765217,.083711341,n-n-n,.21482734
MORA TRAVIESA,MASTER OF HOUNDS (USA),SAFE MODE,52.446762,93.000549,-.13073379,.019062251,.0048547536,13.128767,4,0,21sep2019,0,1,.014204546,.010344828,.02040337,.76740223,.015657593,"11 mar, 2020",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso-2/,11mar2020,2020,70,El Paraiso,.47123289,1069.1824,784.99854,.12444459,.041196667,n-n-n,.42090133
EL EMINENTE,IL CAMPIONE (CHI),BAGSHAWE,91.165848,113.18552,-.061650395,.39817733,-.019446075,18.139727,7,0,21sep2019,0,2,.0125,.024390243,.071732022,.89999998,.064558819,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,16,El Paraiso,1.5917808,16145.479,2254.8701,.37656558,.24637681,y-n-n,2.7078347
EL ATLAS,IL CAMPIONE (CHI),SILVER HOUSE,,127.03839,-.18801844,.35920182,.01496996,13.975343,6,1,21sep2019,2,2,.0125,.024390243,.062648043,.89999998,.056383237,"24 apr, 2021",Resumen Gran Venta Seleccion  Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-seleccion-haras-el-paraiso/,24apr2021,2021,12,El Paraiso,1.5917808,12419.599,1503.0513,.37656558,.24637681,n-n-n,4.9068689
ACT OF STATE,ANGIOLO,STORMY ORIGINAL,101.74575,106.39227,-.17759526,.17389694,.031768143,15.117808,7,0,22sep2019,0,2,.038202249,.0433526,.032781385,.89999998,.029503245,"26 sep, 2021",Resumen Venta Primavera Online Haras El Paraiso,https://www.turfdiario.com/resumen-venta-primavera-online-haras-el-paraiso/,26sep2021,2021,6,El Paraiso,2.0136986,10948.95,5043.3091,.20552458,.083197393,n-n-n,2.2813697
GANA O GANA,GALAN DE CINE,CHICA OPTIMISTA,71.466904,84.204544,.057923794,-.076360621,-.0026047602,6.9178081,0,0,17sep2019,0,1,0,0,.012151033,.78014064,.0094795143,"11 mar, 2020",Resumen Gran Venta Anual Haras El Paraiso,https://www.turfdiario.com/resumen-gran-venta-anual-haras-el-paraiso-2/,11mar2020,2020,82,El Paraiso,.48219177,1069.1824,1689.9463,-.31178123,0,n-n-n,
CODE KEEPER,ORPEN (USA),CODICIABLE,105.15714,103.72472,-.021908224,.32011592,.0094884038,15.112329,6,0,26sep2019,0,2,.048866857,.02739726,.080332153,.72711825,.058410976,"19 sep, 2021",Venta De Productos Haras Carampangue  Resumen,https://www.turfdiario.com/venta-de-productos-haras-carampange-resumen/,19sep2021,2021,3,Carampangue,1.9835616,12854.813,4749.999,.093461722,.099975765,y-y-n,1.8098478
NOCHE DE QUEDA,TRUE CAUSE (USA),NOCHE DE ESTRELLAS,80.283615,109.25541,.10625863,.07891988,.041785851,9.0219173,2,0,28sep2019,1,1,.015217391,.012658228,.027466936,.66593337,.018291149,"19 sep, 2021",Venta De Productos Haras Carampangue  Resumen,https://www.turfdiario.com/venta-de-productos-haras-carampange-resumen/,19sep2021,2021,20,Carampangue,1.9780822,7337.9551,3687.1316,-.011365369,.040907528,n-n-n,1.7190038
WATER POND,ORPEN (USA),WATER SIDE,103.9388,109.36138,-.24574018,.43010661,.050823882,19.172604,5,0,18sep2019,2,2,.049180329,.02739726,.081351012,.74552298,.060649049,"19 sep, 2021",Venta De Productos Haras Carampangue  Resumen,https://www.turfdiario.com/venta-de-productos-haras-carampange-resumen/,19sep2021,2021,6,Carampangue,2.0054793,12319.195,3188.125,.093823463,.10019431,n-n-n,1.7155969
FULFORD,FULL MAST (USA),GREAT TRADITION,,101.12442,.068567395,-.076360621,.025208086,9.2465754,2,0,09oct2019,0,2,.0075187972,.013333334,.023733756,.80003023,.018987723,"16 may, 2021","Gran Venta Productos 2019 Haras Orilla Del Monte, Chenaut Y Tres Jotas  Resumen",https://www.turfdiario.com/gran-venta-productos-2019-haras-orilla-del-monte-chenaut-y-tres-jotas-resumen/,16may2021,2021,14,Tres Jotas,1.6027397,7626.0327,3151.9119,.35292229,.071428575,n-n-n,.26524064
GUAPO SPRING,GREENSPRING (USA),GETMYKICKS (USA),52.347904,98.19136,-.019507945,-.02408864,-.011547945,16.512329,3,0,20sep2019,0,2,.030959751,.031914894,.05138858,.73936868,.037995107,"23 apr, 2021",Gran Venta De Productos 2019 Haras Don Yayo Y Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2019-haras-don-yayo-y-haras-vikeda-resumen/,23apr2021,2021,19,Vikeda,1.5917808,4094.9612,4804.9551,.11449237,.069969043,n-n-n,.51600844
TRAMPOSO SPRING,GREENSPRING (USA),THUNDER ROYALE,82.602493,115.05646,-.12616956,.0656377,-.0032734498,12.175343,4,0,06oct2019,2,2,.030303031,.031914894,.03930432,.71399206,.028062971,"23 apr, 2021",Gran Venta De Productos 2019 Haras Don Yayo Y Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2019-haras-don-yayo-y-haras-vikeda-resumen/,23apr2021,2021,29,Vikeda,1.5479453,4653.3647,5730.2266,.10944758,.069282651,n-n-n,1.2449503
SOUTH ECLIPSE,SOUTHERN CAT (CHI),ETIQUETADA,,108.02306,-.19163805,.1012587,.00062616915,14.153424,4,0,05oct2019,0,2,0,0,.023217892,.82009071,.019040778,"23 apr, 2021",Gran Venta De Productos 2019 Haras Don Yayo Y Haras Vikeda  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2019-haras-don-yayo-y-haras-vikeda-resumen/,23apr2021,2021,25,Vikeda,1.5506849,2481.7947,2040.5468,.075685248,0,n-n-n,2.742475
KOSAKA,SEATTLE FITZ,KOKOLA,,111.16373,.079043269,.33874437,.041785851,7.9232879,1,1,20sep2019,1,1,.032863848,.032467533,.087776437,.75076669,.065899625,"9 may, 2021",Resumen Gran Venta Anual Online Haras La Providencia,https://www.turfdiario.com/resumen-gran-venta-anual-online-haras-la-providencia/,09may2021,2021,17,La Providencia,1.6356164,23509.438,7978.8613,-.21104835,.0597695,n-n-n,4.5217962
ESPEJADO,GALICADO,EMBELLECE,,111.68819,-.16693658,.15298685,-.013677113,13.084931,6,1,20sep2019,1,2,0,0,.042911675,.89999998,.038620505,"8 jul, 2021",Gran Venta De Productos 2019 Haras El Turf  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2019-haras-el-turf-resumen/,08jul2021,2021,4,El Turf,1.8,6896.6787,1541.6422,.26800287,.018421052,n-n-n,5.2698774
HONEST CAUSE,TRUE CAUSE (USA),HONNETE (USA),,98.222855,-.0056305528,.018304929,-.02776587,15.673972,7,0,16oct2019,0,1,.014957265,.012658228,.0088703008,.56702828,.0050297114,"6 aug, 2021",Light Ray Fue Precio Maximo En La Venta De Racehorse / Resumen,https://www.turfdiario.com/light-ray-fue-precio-maximo-en-la-venta-de-racehorse-resumen/,06aug2021,2021,2,Aitue,1.8082192,3554.3767,13076.864,-.012194976,.040545143,n-n-n,.96101838
TWEEDY SUN,IL CAMPIONE (CHI),TWEEDY HALO,101.19496,112.12975,-.16743064,.042917967,.073171929,14.013699,3,0,09sep2019,1,2,.013793103,.024390243,.033280566,.89999998,.029952509,"19 may, 2021",Venta Copa Bullrich Mayo Dia 1  Resumen,https://www.turfdiario.com/venta-copa-bullrich-mayo-dia-1-resumen/,19may2021,2021,40,Santa Ines,1.6931506,6089.0742,1421.6626,.38932216,.22950819,y-n-n,1.7934144
ARESE,JOHN F KENNEDY (IRE),ARDANA,88.144966,102.74464,.057063341,-.076360621,.014807045,6.0904112,0,0,10sep2019,0,2,.010526316,.012987013,.021846469,.64165914,.014017987,"19 may, 2021",Venta Copa Bullrich Mayo Dia 1  Resumen,https://www.turfdiario.com/venta-copa-bullrich-mayo-dia-1-resumen/,19may2021,2021,27,Santa Ines,1.690411,9133.6113,5902.2642,.12015994,.048192769,n-n-n,
ELISENDA,IL CAMPIONE (CHI),ELKHORN GAL (USA),,122.76307,-.19693422,.18557087,-.095547467,14.424658,5,1,14sep2019,2,1,.013245033,.024390243,.027089775,.72232687,.019567672,"19 may, 2021",Venta Copa Bullrich Mayo Dia 1  Resumen,https://www.turfdiario.com/venta-copa-bullrich-mayo-dia-1-resumen/,19may2021,2021,31,Las Retamas,1.6794521,6697.9814,2640.564,.3772245,.21538462,n-n-n,3.3746393
RAMELOT,MANIPULATOR (USA),ROMANARA,79.298683,98.22644,.069885582,-.011020645,.044620931,10.049315,2,0,29sep2019,0,2,.028627839,.030985916,.025532218,.79889125,.020397466,"10 apr, 2021",Resumen Gran Venta De Productos 2019 Haras Avourneen,https://www.turfdiario.com/resumen-gran-venta-de-productos-2019-haras-avourneen/,10apr2021,2021,4,Avourneen,1.5315069,5333.3013,3792.6624,.059046909,.046777025,n-n-n,.80516088
EMS,CATCHER IN THE RYE (IRE),ELEMENTARY,90.16687,96.113129,-.16250211,-.016721327,.0045744851,12.991781,4,0,17sep2019,0,1,.02686109,.019662922,.009092886,.74509823,.0067750933,"10 apr, 2021",Resumen Gran Venta De Productos 2019 Haras Avourneen,https://www.turfdiario.com/resumen-gran-venta-de-productos-2019-haras-avourneen/,10apr2021,2021,9,Avourneen,1.5643835,9999.9395,18135.299,.16891155,.066693529,n-n-n,1.0273707
FURY STORM,DANIEL BOONE (BRZ),FUNNY FACE,68.340393,87.653587,.14115384,-.076360621,.0030681044,4.0575342,0,0,15sep2019,0,1,.021739131,.033898305,.046255175,.75582695,.034960907,"1 may, 2020",Gran Venta Online Haras Santa Maria De Araras  Resumen,https://www.turfdiario.com/gran-venta-online-haras-santa-maria-de-araras-resumen/,01may2020,2020,45,Santa Maria De Araras,.62739724,1283.4016,260.37271,.46268916,.18367347,n-n-n,
QUIARA,CISNE BRANCO,QUATRO FOLHAS,98.212219,86.109489,.30880934,-.076360621,.025470793,7.1479454,0,0,16sep2019,0,1,.027777778,.029411765,.021227973,.72606075,.015412797,"1 may, 2020",Gran Venta Online Haras Santa Maria De Araras  Resumen,https://www.turfdiario.com/gran-venta-online-haras-santa-maria-de-araras-resumen/,01may2020,2020,43,Santa Maria De Araras,.62465751,1750.0931,815.12012,-.16654168,.079545453,y-n-n,
QUICKTIME,DANIEL BOONE (BRZ),QUEEN DALILLA,72.103851,91.840271,.089270115,-.076360621,.025470793,5.0109587,0,0,17sep2019,0,2,.021276595,.033898305,.050890245,.84605855,.043056127,"12 apr, 2021",Resumen  Gran Venta Anual Santa Maria De Araras,https://www.turfdiario.com/resumen-gran-venta-anual-santa-maria-de-araras/,12apr2021,2021,11,,1.569863,14447.204,2033.7365,.46247089,.18367347,n-n-n,
HALIAX,DANIEL BOONE (BRZ),HONEY HAPPY,66.388016,125.23878,-.059169471,.33234164,.02815482,10.975343,4,1,19sep2019,0,2,.020618556,.033898305,.06526985,.89030594,.058110137,"12 apr, 2021",Resumen  Gran Venta Anual Santa Maria De Araras,https://www.turfdiario.com/resumen-gran-venta-anual-santa-maria-de-araras/,12apr2021,2021,1,,1.5643835,16745.623,1320.816,.4622528,.18000001,n-n-n,10.437888
CELTIC SOUND,DANIEL BOONE (BRZ),CINCIDELLA,101.20558,110.58405,-.072518528,.18160167,.027216524,18.136986,6,1,20sep2019,2,2,.020408163,.033898305,.053084765,.85052305,.045149814,"3 may, 2021",Resumen Gran Venta Polla Carnaval,https://www.turfdiario.com/resumen-gran-venta-polla-carnaval/,03may2021,2021,27,,1.6191781,7279.1147,1028.0771,.46214384,.18000001,y-y-n,2.69452
QUEBECK,CISNE BRANCO,QUEEN CABARET (BRZ),88.033768,110.71078,-.21773279,.43007228,-.0060534179,16.024658,4,1,22sep2019,1,2,.027027028,.029411765,.028784251,.72671127,.02091784,"12 apr, 2021",Resumen  Gran Venta Anual Santa Maria De Araras,https://www.turfdiario.com/resumen-gran-venta-anual-santa-maria-de-araras/,12apr2021,2021,10,,1.5561644,12148.785,5159.7983,-.1669281,.077777781,y-n-n,3.7071283
QUIBBLER,DANIEL BOONE (BRZ),QUINDICI (USA),,114.65991,-.018090904,.34785739,-.095547467,16.424658,4,1,24sep2019,0,2,.02,.033898305,.062254727,.87311214,.054355357,"12 apr, 2021",Resumen  Gran Venta Anual Santa Maria De Araras,https://www.turfdiario.com/resumen-gran-venta-anual-santa-maria-de-araras/,12apr2021,2021,14,,1.5506849,5647.5435,540.10272,.46170837,.18000001,n-n-n,3.8559425
