name,padrillo,yegua,genre,criador,auctionOrder,year,value,valueUSDB,p1,p2,p1_p2,eday,birth_eday
SEXY STAR,EQUAL STRIPES,PAULA SEXY,Hembra,Abolengo,5,2022,90000,49535.844,0.493448,0.045153964,0.022281133,2022-03-27,2020-10-18
IDEA BRILLANTE,FORTIFY (USA),ITAN DE HUI,Hembra,Vacacion,12,2022,90000,49535.844,0.75801724,0.14695957,0.11139789,2022-03-27,2020-07-19
RUNHAPPY,ORPEN (USA),QUEEN NORA (USA),Macho,La Nora,4,2022,85000,49502.297,0.8198791,0.047174014,0.03867699,2022-05-10,2020-08-12
DANNY EL GRANDE,FORTIFY (USA),DANIELA BELLA,Macho,Vacacion,4,2022,85500,49342.426,0.72307223,0.09099216,0.0657939,2022-05-19,2020-10-03
REMAX,EQUAL STRIPES,REMIXADA ORO,Macho,Embrujo,51,2022,85000,49271.49,0.54849726,0.06312574,0.034624293,2022-05-12,2020-08-22
OWENS,IL CAMPIONE (CHI),ONLY NEWS,Macho,Santa Ines,6,2023,102000,49114.824,0.7485896,0.076494224,0.05726278,2023-05-03,2021-07-27
NIGHT WAR,WAR COMMAND (USA),NADA OSCURA,Hembra,Vacacion,4,2020,65000,48943.664,0.5402403,0.04561862,0.024645016,2020-03-15,2018-08-22
HI DANCER,CITYSCAPE (GB),HISTORIA,Macho,La Providencia,12,2020,65000,48943.664,0.72172636,0.08331854,0.060133185,2020-03-15,2018-08-28
GREAT VALUE,EQUAL STRIPES,GREEN RYE,Hembra,Abolengo,9,2021,75000,48936.445,0.4994559,0.048309363,0.024128396,2021-03-29,2019-10-26
CITY GAMER,EQUAL STRIPES,CITY TUNE,Macho,Abolengo,11,2024,57000,48800.99,0.5395277,0.12036423,0.064939834,2024-03-20,2022-10-17
SHY MISTRESS,EQUAL STRIPES,SHY DARLING,Hembra,Abolengo,18,2023,92000,48310.76,0.57926774,0.054010943,0.0312868,2023-03-28,2021-08-20
BLACK STRIPES,EQUAL STRIPES,BONICA NOIA,Macho,Abolengo,14,2023,92000,48310.76,0.6226584,0.046967845,0.029244922,2023-03-28,2021-10-02
EMMA STYLE,COSMIC TRIGGER,EMPRESS STYLE,Hembra,Abolengo,24,2023,92000,48310.76,0.6719706,0.06871927,0.046177328,2023-03-28,2021-09-24
INFANTA LUNA,EQUAL STRIPES,INFANTA ELENA,Hembra,Abolengo,2,2023,92000,48310.76,0.6308798,0.10967554,0.06919209,2023-03-28,2021-07-23
LA ROCKETTE,FORTIFY (USA),LA MUSICAL,Hembra,Vacacion,6,2024,56000,47972.414,0.66847134,0.070298396,0.046992462,2024-03-21,2022-08-18
ZUMBA CLASS,EQUAL STRIPES,ZUHOOR,Hembra,Abolengo,5,2022,82000,47962.33,0.5557744,0.037631765,0.02091477,2022-05-22,2020-09-19
DISTINGUIDO ES,DADDY LONG LEGS (USA),DISTINGUIDA CATCH,Macho,Abolengo,37,2024,56000,47944.83,0.71959835,0.07667406,0.055174526,2024-03-20,2022-07-20
BOTON DE PANICO,DADDY LONG LEGS (USA),BARBARA RYE,Macho,Los Turfistas,2,2023,100000,47880.652,0.45460135,0.027853448,0.012662215,2023-05-21,2021-09-05
LONGBOARD BLUE,LE BLUES,SEMANERA,Macho,El Paraiso,4,2023,97000,47749.43,0.69891316,0.1303478,0.091101795,2023-04-23,2021-09-06
ELBORAK,MANIPULATOR (USA),EXPRESS TIME,Macho,Avourneen,1,2023,90000,47722.797,0.8801608,0.012601101,0.011090995,2023-04-02,2021-08-31
EL COBRE,IL CAMPIONE (CHI),INTER PLUS,Macho,El Paraiso,20,2022,82000,47508.867,0.73964095,0.17083426,0.12635602,2022-05-01,2020-10-29
INTERTEXTO,DADDY LONG LEGS (USA),INCABRONATTA,Macho,Pozo De Luna,2,2023,96000,47480.594,0.8165523,0.16705497,0.13640912,2023-06-04,2021-07-22
NIÑA CAPRICHOSA,EQUAL STRIPES,STORMY NIÑA,Hembra,Abolengo,28,2022,86000,47334.25,0.53167003,0.0577233,0.030689748,2022-03-27,2020-10-17
HAPPY MOMENTS,FORTIFY (USA),HAPPY EYES,Macho,Vacacion,21,2023,90000,47260.527,0.7782711,0.09818073,0.076411225,2023-03-28,2021-07-23
CITY BRIGHT,EQUAL STRIPES,CITY TUNE,Hembra,Abolengo,22,2023,90000,47260.527,0.5329117,0.10101016,0.0538295,2023-03-28,2021-10-11
LINAJE PURO,FORTIFY (USA),LIBANA,Macho,Vacacion,2,2021,76000,47255.008,0.798929,0.13310266,0.10633957,2021-05-22,2019-08-09
RAPTOR RYE,CATCHER IN THE RYE (IRE),FORTY RABANERA,Macho,La Biznaga,69,2018,1410000,47236.18,0.6795703,0.05138079,0.03491686,2018-08-17,2016-10-11
GOT A STAR,EQUAL STRIPES,GOT MY MIND,Macho,Abolengo,13,2024,55000,47088.67,0.5878493,0.07691441,0.045214083,2024-03-20,2022-07-14
PAMPA RUBIA,DADDY LONG LEGS (USA),PALI AIKE,Hembra,Abolengo,14,2024,55000,47088.67,0.53930473,0.053830504,0.029031046,2024-03-20,2022-08-04
CHARLATANA SOY,EQUAL STRIPES,STORMY CONVICTA,Hembra,Abolengo,39,2021,72000,46978.99,0.55279595,0.051878877,0.028678432,2021-03-29,2019-09-09
MARCHANTA ORPEN,ORPEN (USA),MARCHANTA QUEEN (USA),Hembra,La Madrina,7,2023,87000,46927.934,0.27274597,0.022858052,0.0062344414,2023-04-04,2021-10-19
I'M YOURS TOO,FORTIFY (USA),I'M PRECIOUS,Macho,Abolengo,4,2022,80000,46792.516,0.70516133,0.072839014,0.051363256,2022-05-22,2020-08-21
DIFERENTE A TODAS,EQUAL STRIPES,DIFFERENT RULE,Hembra,Abolengo,38,2022,85000,46783.85,0.5802007,0.07618193,0.044200808,2022-03-27,2020-07-17
EL NAHUEL HUAPI,IL CAMPIONE (CHI),INCREIBLE LADY,Macho,El Paraiso,11,2023,95000,46764.906,0.7685679,0.11409462,0.08768947,2023-04-23,2021-10-06
EL QUILLAY,IL CAMPIONE (CHI),LA ÑACANINA,Macho,El Paraiso,8,2022,80000,46350.113,0.72739536,0.0645302,0.046938967,2022-05-01,2020-10-29
EDGY,IL CAMPIONE (CHI),BABY JESS,Macho,El Paraiso,23,2022,80000,46350.113,0.8257398,0.08318135,0.06868615,2022-05-01,2020-09-22
HALO MASTER,MASTERCRAFTSMAN (IRE),CUIDADOSA HALO,Macho,NN Criador,87,2019,47000,46333.74,0.7050768,0.12005839,0.08465038,2019-06-04,2017-07-29
MARE INTERNUM,DANIEL BOONE (BRZ),MALINCHE,Macho,Santa Maria De Araras,7,2022,80000,46300.258,0.6855158,0.18320139,0.12558745,2022-04-11,2020-09-25
ESCAPE PLAN,FORTIFY (USA),ESCAPE FOX,Macho,El Chanar,24,2021,76000,46276.96,0.8362653,0.06998093,0.058522623,2021-05-19,2019-08-13
MASTER WONDERFUL,MASTERCRAFTSMAN (IRE),WONDERFUL HALO,Macho,Firmamento,6,2019,50000,46276.445,0.7859141,0.11101418,0.08724761,2019-09-24,2017-08-14
ETCHED IN STONE,IL CAMPIONE (CHI),HARLAN CHOPERA,Macho,El Paraiso,26,2024,54000,46159.613,0.8758655,0.07875541,0.068979144,2024-04-28,2022-08-26
DIA ESTELAR,FORTIFY (USA),DIA PRIMAVERAL,Hembra,Vacacion,41,2023,87000,45685.176,0.70283145,0.123815276,0.08702127,2023-03-28,2021-09-09
SEÑOR IMPORTANTE,FORTIFY (USA),ILUSIONARIA,Macho,Vacacion,19,2023,87000,45685.176,0.75309265,0.1257733,0.09471894,2023-03-28,2021-08-24
NESHAMA,EQUAL STRIPES,NESHER,Hembra,Abolengo,15,2021,70000,45674.016,0.54421926,0.055055596,0.029962316,2021-03-29,2019-10-28
INCISO PRE,DADDY LONG LEGS (USA),JUANA INES,Macho,Pozo De Luna,7,2023,92000,45502.234,0.7966548,0.17064126,0.13594218,2023-06-04,2021-07-22
LE BLEU,LE BLUES,ARDHA,Macho,El Paraiso,17,2021,73000,45331.535,0.6493233,0.13542555,0.08793496,2021-04-24,2019-09-26
EL AMANCAY,IL CAMPIONE (CHI),ANGIE,Macho,El Paraiso,12,2023,92000,45288.117,0.77547354,0.18528251,0.14368169,2023-04-23,2021-09-30
BERMEJO JOY,FORTIFY (USA),SOUTH BERK,Macho,La Biznaga,61,2018,1350000,45226.13,0.87647384,0.2032203,0.17811728,2018-08-17,2016-08-13
PASIONAL,EQUAL STRIPES,PAULA SEXY,Macho,Abolengo,1,2020,60000,45178.766,0.6237164,0.08284659,0.05167278,2020-03-15,2018-08-28
SABER COMPRENDER,FORTIFY (USA),STORMY NIPPY,Hembra,Vacacion,6,2020,60000,45178.766,0.70416385,0.092392735,0.065059625,2020-03-15,2018-10-01
COOL SIENNA,DADDY LONG LEGS (USA),COOL SITE,Hembra,Abolengo,11,2022,82000,45132.66,0.5094202,0.086384796,0.04400616,2022-03-27,2020-10-17
CRAZY FOR YOU,ORPEN (USA),PIBA COMO VOS,Hembra,El Chanar,7,2019,46000,44990.402,0.7348691,0.047170483,0.03466413,2019-05-15,2017-08-21
ORVIETO,COSMIC TRIGGER,SHY FILLY,Macho,Juan Antonio,2,2023,100000,44718.58,0.5587241,0.040921785,0.022863988,2023-04-25,2021-10-28
EL BOLIVARIANO,IL CAMPIONE (CHI),BOLIVARIANA,Macho,El Paraiso,12,2022,77000,44611.984,0.7836997,0.08178383,0.06409396,2022-05-01,2020-09-08
HAPPY LIPS,HI HAPPY,LIRIOPE,Hembra,Vacacion,19,2022,81000,44582.26,0.53217083,0.07875563,0.04191145,2022-03-27,2020-07-30
DIA DE HONOR,FORTIFY (USA),DIA PRIMAVERAL,Macho,Vacacion,10,2024,52000,44545.812,0.68493694,0.1451177,0.099396475,2024-03-21,2022-09-04
GRATITUDE,SUPER SAVER (USA),GRINGA NATIVA,Macho,La Providencia,3,2021,71000,44511.203,0.70721483,0.085905574,0.060753696,2021-05-09,2019-08-11
TAN ALABADO,MOOTASADIR (GB),SEAS ALABADA,Macho,El Paraiso,5,2024,52000,44450,0.6604537,0.09470594,0.06254888,2024-04-28,2022-10-22
MASTER TAPIT,MASTERCRAFTSMAN (IRE),TAPIT SONG,Macho,NN Criador,102,2019,45000,44362.09,0.7410569,0.11404014,0.08451023,2019-06-04,2017-09-24
CITY LEADER,ROMAN RULER (USA),LA LAURITA,Macho,Abolengo,4,2019,45000,44097.02,0.6982244,0.10602513,0.074029334,2019-04-30,2017-08-30
TRIBEST,SEAHENGE (USA),TRILOGIQUE,Hembra,Vacacion,17,2022,80000,44031.863,0.5545896,0.06553023,0.036342386,2022-03-27,2020-08-10
UN DIA SOLEADO,FORTIFY (USA),URBANIA,Macho,Vacacion,45,2022,80000,44031.863,0.8061633,0.10321932,0.08321163,2022-03-27,2020-07-30
HARLEM BLUES,ORPEN (USA),HANDPRINT (USA),Macho,Santa Ines,17,2019,45000,44012.348,0.502152,0.055426173,0.027832365,2019-05-15,2017-10-10
PUNTERA ES,EQUAL STRIPES,PUNTERA RYE,Hembra,Abolengo,1,2022,96000,43889.43,0.5124348,0.042369556,0.021711634,2022-08-02,2020-09-08
AL AGUA,DADDY LONG LEGS (USA),ANIMAS,Macho,Pozo De Luna,6,2022,75000,43809.066,0.73778564,0.13018568,0.09604912,2022-06-12,2020-08-29
KIND HORSE,ORPEN (USA),KHALESI QUEEN,Macho,Vacacion,35,2021,67000,43716.56,0.73363644,0.079744235,0.058503278,2021-03-29,2019-09-12
EMANA TERNURA,FORTIFY (USA),EBRIA,Hembra,Vacacion,18,2021,67000,43716.56,0.7325884,0.092956595,0.068098925,2021-03-29,2019-08-13
KING VALENTINO,FORTIFY (USA),ELMIRA,Macho,Vacacion,37,2022,79000,43481.465,0.7952458,0.09352294,0.07437373,2022-03-27,2020-08-04
DEEP FEELINGS,FORTIFY (USA),DIRETRICE,Hembra,Vacacion,25,2022,79000,43481.465,0.7324893,0.082723156,0.060593825,2022-03-27,2020-07-24
QUORN,CURLINELLO (USA),QUIZAS,Hembra,Orilla Del Monte,9,2018,42000,43376.23,0.72945225,0.04040269,0.029471835,2018-12-07,2016-07-26
TOLLANDER,CIMA DE TRIOMPHE (IRE),TAPZIG (USA),Hembra,Orilla Del Monte,6,2018,42000,43376.23,0.56331706,0.041219242,0.023219502,2018-12-07,2016-10-24
SASHA EMPIRE,CIMA DE TRIOMPHE (IRE),SCARLET PLUME (USA),Hembra,Muniz,81,2018,42000,43376.23,0.7387096,0.053919207,0.039830636,2018-12-07,2016-09-27
NIMBA RYE,CATCHER IN THE RYE (IRE),SOUTH NINA,Hembra,La Biznaga,55,2018,1290000,43216.08,0.62888443,0.019275727,0.0121222045,2018-08-17,2016-11-03
MOCTEZUMA STRIPE,EQUAL STRIPES,MIRTA,Macho,Pozo De Luna,1,2024,53000,43119.457,0.72597593,0.18245465,0.13245769,2024-05-19,2022-07-29
CRUSH,ORPEN (USA),DOÑA IDEAL,Macho,La Nora,21,2022,74000,43096.117,0.8417001,0.044966828,0.037848584,2022-05-10,2020-07-09
CONTESSINO,LONG ISLAND SOUND (USA),CONTESSA LINDA,Macho,Abolengo,23,2021,66000,43064.074,0.6489989,0.09266557,0.060139854,2021-03-29,2019-10-01
GOOD JOURNEY,EQUAL STRIPES,GOOD BABE,Macho,Abolengo,7,2021,66000,43064.074,0.5893489,0.05613116,0.03308084,2021-03-29,2019-10-27
INTERNATIONAL LOOK,COSMIC TRIGGER,INTENSE LOOK,Hembra,Abolengo,16,2023,82000,43059.59,0.70423985,0.104511455,0.073601134,2023-03-28,2021-09-11
SERENITY,ORPEN (USA),CEDAR GROVE (USA),Hembra,El Chanar,23,2019,44000,43034.297,0.7366691,0.051136687,0.037670817,2019-05-15,2017-09-24
INDUSTRIA NACIONAL,FORTIFY (USA),IMPREVISORA,Hembra,Vacacion,19,2024,50000,42832.51,0.70767677,0.08821371,0.062426794,2024-03-21,2022-09-20
ESPIRITU CAMPEON,IL CAMPIONE (CHI),SPIRITED,Macho,El Paraiso,6,2023,87000,42826.81,0.771478,0.16205125,0.12501897,2023-04-23,2021-08-19
PUNTERO SOLO,EQUAL STRIPES,PUNTERA RYE,Macho,Abolengo,23,2024,50000,42807.883,0.5392575,0.049021766,0.026435357,2024-03-20,2022-07-16
ZAKAPA,FORTIFY (USA),LITTLE GEM,Macho,La Providencia,1,2024,49000,42577.668,0.83116096,0.13879052,0.11535726,2024-05-06,2022-08-11
BEAM JOY,FORTIFY (USA),STORMY BEAM,Macho,La Nora,16,2022,73000,42513.74,0.8404018,0.05563489,0.046755664,2022-05-10,2020-08-02
EMPODERADA,DADDY LONG LEGS (USA),EMBRACE MOI,Hembra,Abolengo,20,2022,77000,42380.668,0.46689963,0.06992797,0.032649342,2022-03-27,2020-08-10
TUDOR PRINCE,TREASURE BEACH (GB),CANDY TALE (USA),Macho,El Chanar,4,2024,47000,42276.14,0.61809576,0.03130714,0.01935081,2024-04-09,2022-09-24
JOY NILA,FORTIFY (USA),DALE NIÑERA,Hembra,La Biznaga,56,2018,1260000,42211.055,0.7124,0.11927315,0.08497019,2018-08-17,2016-07-20
KIRIAKOS,CATCHER IN THE RYE (IRE),KIRIA,Macho,Santa Ines,6,2019,43000,42056.246,0.7124878,0.0954378,0.067998275,2019-05-15,2017-09-08
CALAMOSCHE,COSMIC TRIGGER,KUWAITIANA,Macho,Juan Antonio,27,2023,82000,42052.332,0.51547825,0.022331482,0.011511393,2023-06-23,2021-10-02
DESAFIO TOTAL,DADDY LONG LEGS (USA),DENALI,Macho,Pozo De Luna,4,2023,85000,42040.11,0.8343331,0.22698817,0.18938375,2023-06-04,2021-10-14
LIFESTYLER,FORTIFY (USA),LA MUSICAL,Macho,Vacacion,35,2023,80000,42009.355,0.7742426,0.08201345,0.0634983,2023-03-28,2021-08-15
TAMBOREO,FORTIFY (USA),TIMBRERA,Macho,Vacacion,1,2023,80000,42009.355,0.7302897,0.15356952,0.11215024,2023-03-28,2021-09-29
BOBBY BROWN,DADDY LONG LEGS (USA),BAMBI MIA,Macho,Abolengo,21,2024,49000,41951.727,0.5611961,0.0898464,0.05042145,2024-03-20,2022-07-04
ENCRYPTION,IL CAMPIONE (CHI),GLAD FANTASY,Macho,El Paraiso,3,2023,85000,41842.285,0.8525585,0.034608632,0.029505884,2023-04-23,2021-11-02
EL EMPORIO,IL CAMPIONE (CHI),DIANDRA PARODI,Macho,El Paraiso,13,2022,72000,41715.1,0.6131336,0.10311379,0.063222535,2022-05-01,2020-09-04
LORD OF MOYVORE,LE BLUES,QUEEN OF MOYVORE,Macho,El Paraiso,3,2021,67000,41605.656,0.7442167,0.10280155,0.07650662,2021-04-24,2019-07-16
SHY FRIEND,EQUAL STRIPES,SHY DARLING,Macho,Abolengo,7,2020,55000,41413.867,0.60323983,0.049486976,0.029852515,2020-03-15,2018-10-26
MASTER BAMBA,MASTERCRAFTSMAN (IRE),THUNDER BAMBA,Hembra,NN Criador,118,2019,42000,41404.617,0.71689415,0.10656614,0.076396644,2019-06-04,2017-07-27
TOKIO,JAPAN (USA),TIZ A RAINBOW (USA),Macho,Santa Maria De Araras,13,2022,71500,41380.855,0.5924181,0.12502357,0.07406622,2022-04-11,2020-07-07
IMPLOSIVE,SEAHENGE (USA),IMPLOSIVA,Hembra,Vacacion,47,2022,75000,41279.87,0.6745552,0.062122516,0.041905064,2022-03-27,2020-08-11
CARO Z,EQUAL STRIPES,CARLA EME,Hembra,Abolengo,44,2022,75000,41279.87,0.5137741,0.04278503,0.021981841,2022-03-27,2020-09-04
CLASSY AND SASSY,EQUAL STRIPES,CALDESIA,Macho,Abolengo,16,2022,75000,41279.87,0.5574997,0.05508469,0.030709699,2022-03-27,2020-08-25
TOUCH THE STARS,FORTIFY (USA),TANCREDA,Macho,Vacacion,6,2021,63000,41106.613,0.7745005,0.15423943,0.11945851,2021-03-29,2019-08-04
BELLA MARIETA,COSMIC TRIGGER,CHLORI'S PRIZE,Hembra,Juan Antonio,29,2023,80000,41026.664,0.40292782,0.0148682045,0.005990813,2023-06-23,2021-10-15
SARDELIS,EQUAL STRIPES,SEXY BACK,Macho,La Pasion,23,2024,48000,40961.54,0.7582081,0.06437672,0.04881095,2024-04-25,2022-07-24
COOL BEACH,TREASURE BEACH (GB),COORDINATE SPIRIT,Macho,Abolengo,18,2022,70000,40943.45,0.72236705,0.051556155,0.03724247,2022-05-22,2020-08-27
MAR MANSO,TREASURE BEACH (GB),MIRAOLAS,Macho,Pozo De Luna,4,2022,70000,40888.46,0.78845555,0.089227155,0.070351645,2022-06-12,2020-09-13
ULTRAMARINA,HAT TRICK (JPN),ULTIMATE HEIGHTS (BRZ),Hembra,La Providencia,13,2021,65000,40749.69,0.7577785,0.04733301,0.035867937,2021-05-09,2019-09-27
FUNGUERA,ROMAN RULER (USA),FUNGOSA,Hembra,Vacacion,32,2018,1150000,40736.805,0.62882715,0.07513776,0.04724866,2018-07-31,2016-10-27
SERIAL KILLER,DADDY LONG LEGS (USA),SERINE,Hembra,Abolengo,46,2022,74000,40729.473,0.6317488,0.10250625,0.0647582,2022-03-27,2020-08-11
CANDY BLUE,EQUAL STRIPES,CANDY ISLAND,Macho,Abolengo,17,2021,62000,40454.13,0.5386478,0.04197116,0.022607671,2021-03-29,2019-10-20
TOSCANELLO,FORTIFY (USA),TODA UNA SEÑORA,Macho,Vacacion,33,2023,77000,40434.008,0.76016134,0.12715977,0.09666195,2023-03-28,2021-07-30
CARE FOR YOU,COSMIC TRIGGER,CARE FOR,Hembra,Abolengo,32,2023,77000,40434.008,0.6093577,0.05288234,0.03222426,2023-03-28,2021-08-01
TROPEZINA,HI HAPPY,TULIPERA,Hembra,Vacacion,47,2023,77000,40434.008,0.67020464,0.08210673,0.055028312,2023-03-28,2021-07-19
EL EX,IL CAMPIONE (CHI),IXALA,Macho,El Paraiso,25,2023,82000,40365.496,0.7799991,0.099487655,0.07760028,2023-04-23,2021-10-01
MAGICAL JOY,FORTIFY (USA),MACOYA,Hembra,Vacacion,27,2024,47000,40262.562,0.6990425,0.07015464,0.049041074,2024-03-21,2022-07-16
ELISA BEAUTY,COSMIC TRIGGER,EASY LIVING,Hembra,Juan Antonio,7,2023,90000,40246.723,0.5648523,0.01983239,0.011202371,2023-04-25,2021-10-23
KHELIL,ORPEN (USA),KALI BABY,Macho,Vacacion,21,2019,41000,40242.332,0.7306147,0.18493415,0.13511561,2019-07-03,2017-08-15
CAMPO VERDE,STRATEGOS,SINALINA,Macho,El Paraiso,7,2024,47000,40175.96,0.6415853,0.10824695,0.069449656,2024-04-28,2022-08-22
BRYANA,TREASURE BEACH (GB),CANDY WOMAN (USA),Hembra,Ojos Claros,8,2024,46000,40165.855,0.46464908,0.04440009,0.02063046,2024-05-07,2022-08-27
REGGAETONERO,EQUAL STRIPES,ROMANCE NIGHT,Macho,La Pasion,25,2024,47000,40108.17,0.71032685,0.12502621,0.088809475,2024-04-25,2022-08-05
ES MERCAT,IL MERCATO,ENTRANCED (USA),Macho,La Pasion,13,2024,47000,40108.17,0.74874264,0.09040065,0.06768682,2024-04-25,2022-08-01
TRUE CHARM,ORPEN (USA),LA GRIMALDI,Hembra,El Chanar,27,2019,41000,40100.14,0.7811165,0.026551224,0.020739598,2019-05-15,2017-09-21
GIALLO NERO,FORTIFY (USA),GIANT VAN,Macho,La Providencia,1,2023,83000,39998.137,0.7543061,0.11717088,0.088382706,2023-05-08,2021-08-01
HOMBRE DE LA NOCHE,HI HAPPY,VIDA NOCTURNA,Macho,Vacacion,9,2022,69000,39820.203,0.66497093,0.04679618,0.0311181,2022-05-19,2020-10-28
CAPA SOY,HURRICANE CAT (USA),CAPA LISTA,Hembra,Abolengo,35,2021,61000,39801.645,0.6641263,0.07971007,0.05293755,2021-03-29,2019-08-05
SKYMPIA,HI HAPPY,SKYMPY,Hembra,Vacacion,68,2022,72000,39628.676,0.622065,0.093830846,0.058368888,2022-03-27,2020-09-05
CROSS THE STRIPES,EQUAL STRIPES,YAYA TOURE,Macho,Easing Along,9,2022,68000,39601.836,0.8387191,0.026666531,0.02236573,2022-05-10,2020-08-16
MAS DISCRETO,MASTERCRAFTSMAN (IRE),DISCRETISIMA CAT,Macho,NN Criador,91,2019,40000,39432.97,0.5935728,0.061077952,0.036254212,2019-06-04,2017-08-08
TINTIN CRAF,MASTERCRAFTSMAN (IRE),TITA GULCH,Macho,NN Criador,114,2019,40000,39432.97,0.6934701,0.059465073,0.04123725,2019-06-04,2017-11-01
NEW MOMENT,FORTIFY (USA),NEW FRAGANCE,Macho,Vacacion,4,2024,46000,39405.91,0.71440303,0.18376337,0.13128111,2024-03-21,2022-08-17
LAURENT BLANC,FORTIFY (USA),LOVE AND ROSES,Macho,Vacacion,9,2023,75000,39383.773,0.76546204,0.16038899,0.12277169,2023-03-28,2021-09-03
NIÑA DE TILCARA,IL CAMPIONE (CHI),STORMY MELODIC,Hembra,Ojos Claros,11,2024,45000,39292.684,0.4560444,0.029237773,0.013333723,2024-05-07,2022-11-17
DARIN,FORTIFY (USA),LA MAS POSH,Macho,El Mallin,102,2021,63000,39193.07,0.61494815,0.07264115,0.04467054,2021-05-21,2019-08-13
KEEP IN TOUCH,HURRICANE CAT (USA),KALI BABY,Hembra,Abolengo,46,2021,60000,39149.156,0.56139666,0.087569274,0.0491611,2021-03-29,2019-08-10
EAU DE TOILETTE,FORTIFY (USA),EMELINE,Hembra,Vacacion,34,2021,60000,39149.156,0.67375696,0.106847025,0.071988925,2021-03-29,2019-10-02
LOVE ME MORE,ROMAN RULER (USA),LOVE THIS STRIPE,Hembra,Abolengo,12,2018,1200000,39087.945,0.67948854,0.09828152,0.06678116,2018-08-22,2016-09-16
IDALIO,HI HAPPY,ILUSIONARIA,Macho,Vacacion,40,2022,71000,39078.277,0.70864576,0.098071605,0.069498025,2022-03-27,2020-07-24
ROSADA CRAF,MASTERCRAFTSMAN (IRE),ROS ROMA,Hembra,Firmamento,34,2019,42000,38872.215,0.683548,0.054660708,0.037363216,2019-09-24,2017-10-04
NOCHE DE BIRRAS,PURE PRIZE (USA),NOCHE DE ESTRELLAS,Hembra,Carampangue,19,2018,1500000,38839.98,0.60095686,0.05074953,0.030498277,2018-09-20,2016-08-02
CONECTADA WIFI,TREASURE BEACH (GB),COORDENADA,Hembra,Abolengo,15,2023,80000,38729.734,0.59671754,0.06656093,0.039718077,2023-05-14,2021-08-16
WATER FOUNTAIN,HI HAPPY,WHISKY MALT,Hembra,Carampangue,5,2023,75000,38663.496,0.66729283,0.070573315,0.047093067,2023-06-27,2021-08-13
MUIRFIELD,SEAHENGE (USA),MACOYA,Macho,Vacacion,38,2022,70000,38527.88,0.6508039,0.06305335,0.041035365,2022-03-27,2020-07-18
BELLA GIULIA,DADDY LONG LEGS (USA),BARBIE GIRL,Hembra,Abolengo,34,2022,70000,38527.88,0.54129165,0.06342651,0.034332242,2022-03-27,2020-08-02
EVER YOURS,EQUAL STRIPES,EVER BEAUTIFUL,Hembra,Abolengo,24,2024,45000,38527.094,0.56433725,0.07946378,0.04484437,2024-03-20,2022-08-31
THE GREAT SUN,THE GREAT DAY,STORMY LUNATICA,Macho,Firmamento,1,2024,54000,38525.69,0.70144516,0.114132755,0.08005787,2024-05-23,2022-07-30
KAZAKO,FORTIFY (USA),KEISHA,Macho,Vacacion,24,2021,59000,38496.67,0.82864225,0.105353914,0.0873007,2021-03-29,2019-07-28
LINDO REGALO,FORTIFY (USA),LITHUANIA,Macho,Vacacion,1,2021,71000,38487.297,0.6285825,0.08519181,0.05355008,2021-07-18,2019-09-20
TODO CAMBIA,MOOTASADIR (GB),RHYTHM AND SOUL,Hembra,El Paraiso,9,2024,45000,38466.344,0.7062341,0.10606434,0.07490625,2024-04-28,2022-09-11
ROYAL SYMPHONY,HURRICANE CAT (USA),ROMAN LIBERTAS,Macho,Vacacion,47,2020,51000,38401.95,0.7988627,0.08764318,0.070014864,2020-03-15,2018-07-19
COPA BOHEMIA,EQUAL STRIPES,CORDELLINA,Hembra,La Pasion,39,2024,45000,38401.44,0.69844764,0.04841893,0.03381809,2024-04-25,2022-08-17
SUGAR CANDY,TREASURE BEACH (GB),CANDY TALE (USA),Hembra,El Chanar,38,2023,71000,38398.992,0.62908345,0.030338435,0.019085407,2023-04-11,2021-09-26
SERENE STAR,ORPEN (USA),CEDAR GROVE (USA),Hembra,El Chanar,43,2021,63000,38361.168,0.68875116,0.047591854,0.032778945,2021-05-19,2019-10-04
HOLIDAYS,KHOZAN (USA),HERESURLAMAMAMA (USA),Macho,Los Turfistas,17,2023,80000,38304.523,0.3211627,0.038857866,0.012479697,2023-05-21,2021-08-03
LOS SECRETOS,LE BLUES,INTERSECRETA,Macho,El Paraiso,40,2022,66000,38238.844,0.7902357,0.08068279,0.063758425,2022-05-01,2020-10-09
JOY NAIF,FORTIFY (USA),STORMY NINFA,Hembra,La Biznaga,57,2018,1140000,38190.953,0.7766187,0.10550227,0.08193504,2018-08-17,2016-08-30
JOY MIRASOL,FORTIFY (USA),STORMY MIRANDA,Hembra,La Biznaga,90,2018,1140000,38190.953,0.7252647,0.08913051,0.06464322,2018-08-17,2016-10-28
IDEA GENIAL,FORTIFY (USA),INVOCARE,Macho,Vacacion,8,2023,75000,38138.19,0.77229464,0.091137186,0.07038476,2023-06-12,2021-10-10
CON EXPERIENCIA,EQUAL STRIPES,COSABELA,Macho,Abolengo,10,2022,65000,38018.918,0.6288496,0.05840888,0.0367304,2022-05-22,2020-08-28
LLUVIA MUSICAL,CATCHER IN THE RYE (IRE),LA MUSICAL,Hembra,Vacacion,3,2021,61000,37928.36,0.5918886,0.029158128,0.017258365,2021-05-22,2019-08-03
